ID|Tweet|Subtask_A
|user user bizim ynetim uyuyor onun iini de taraftar yapyor fena m bot atmyor en azndan|OTHER
|oy kullanmaya tam gaz devam premiosmtvmiaw mtvlakpopbts user|OTHER
|user ok sakatlanyor evet ama bize nagatomonun olmad malarda oynasn yeter tl ile uygun szleme yaplr byk ihtimalle|OTHER
|user yasamak cok nadir rastlanan bir seydircogu insan sadece var olur|OTHER
|user ksmirenkkorluguengeldegildir ksmi renk krl lkemizde neden engel olarak grlyor|OTHER
|user user madem bu ndrm bb y zora drmeyecek bugne kadar alinan fazla faturalar da usulsz d ger ade edlsn user pene dmeseyd hala kaziklanacakti demek k vatanda|OTHER
|gnaydnnn mesaimin balad saatte uyanmam dnda hibir sorun yok|OTHER
|bi kere liste yapmaya altm ama ye ekleyemedim niye|OTHER
|grmek mmkn deil senin eklini drt bir yanm seninle evrili varln dolduruyor gzlerimi aknla kalbim aciz kalr her yerdeki varlnla|OTHER
|159 bu yaz en iyisi onlar kerem ve aye alarerturul burcuzberk ayker afiliak|OTHER
|cs go illetine de baladma gre snav kazanamayacam tescillendi|OTHER
|''aslnda hibir ey yasa d deildi nk artk yasa diye bir ey yoktu ''|OTHER
|user diyet yaptm kim syledi ki  yolun sonu diyetisyen gibi gzkyor ama hadi bakalm|OTHER
|sabah okula oy vermeye gittiimde okula doru yryen bir kz bu sefer okula a bloktan deil b bloktan girelim nolur diye annesini ekitiriyordu her yolu deniyoruz her yerden kovalyoruz farknda msnz|OTHER
|soru sevgilinize ya da einize nasl trip atarsnz|OTHER
|hayatm boyunca rnek aldm hayranlik beslediim adamlardan biri olan ylmaz ozdil'in boyle birey yapm olmasn aklm mantm almyor kesin altinda baska bir sey vardir demekten kendimi alkoyamyorum amaaaaaaaa amasi var iste ne de gzel tercman olmu bize grgen z|OTHER
|user hangi ara dnyonuz yaziyonuz  gnaydn|OTHER
|user sevgilisiolanlaranotum yok abi nasl yapyolar ya|OTHER
|user user user user user ktidar kart veya o grnml bir moderatr sayn yldrma yarar nk galip gelemez de ertesi yanda medyalar onun iin maduriyet manetleri atar troller de o mehur kes bi yaynla iine bakard yanda medyadan biri ynetseydi sayn mamolu iin ok daha iyi oludu|OTHER
|ben 2 5 yandaki yeenimim enerjisine yetiemiyorum senin akna nasl yetieyim hayat|OTHER
|telefon ifremin 4 yldr 4 olmas bir isaretmiydi acaba|OTHER
|user user bence gerek yok bu tr yorumlara sonuta bizim sevdiimiz insan anl ve anl da onlar seviyor|OTHER
|user mesele dala yaatmak deil de dalak araclyla bi insan can kurtarmak olabilir mi celalcim bi de byle mi dnsen|OTHER
|user evdeki dolarlar bozdurdum dolar ykseldi de ykseldi benin zararm kim karslcak|OTHER
|user  takip et reis mavs ailesini bytelim|OTHER
|eyll ay gelmi hadi abuk edebiyatlar gelmeden|OTHER
|beck gittiinden beri sa bek alnmad rezillik harbi rezillik|OTHER
|user peki saolun hocam hayrl gnler|OTHER
|nianta bazlama kahvaltya gidip btn meny yemek istiyorum|OTHER
|selam olsun candan te kymetli alparslanhocam a|OTHER
|c snavna gidiyorum ruhsal olarak srtmda buzdolab var u an|OTHER
|beyzann gay kan sevgilisini sordum konuuyor musunuz gibisinden eee naptnz diye hala gay diyo|OTHER
|fotorafa baknca arkadan kuzu sesi geliyor mee meee diye meliyor hayvan yazk|OTHER
|herkes her zaman kendi cennetinde ve cehenneminde yaar dcane cndiolu|OTHER
|user kesinlikle efsane olmus helal sana|OTHER
|sfaldeokulsaatleri user sayn valim sincan fatih anadolu lisesinde okuyorum saat 19 30 bile ok ge bir saat iken artk k saatimiz 20 45 olacak bu durumdan dolay ounluk sincan fatih anadolu lisesi rencileri ikayetiyiz|OTHER
|zbek ''transfer durumu mali adan doru ilerlemiyor satlan satlacak oyuncularn yerine daha iyi futbolcular gelmeli ynetim imdi bunu yapmal ve fatih hocay ve taraftar mutlu etmeli ''|OTHER
|user eitim sistemini yle bir hale getirdiniz ve de mezun olunca adam akll fabrikalar i yerleri gidince hepsini taeron iiler gibi kle ettiniz|OTHER
|user inlanmayla anca gelirim yoksa yolda erime ihtimalim var|OTHER
|mesafeler ilikiyi bitirir dncesi insann kendi sevgisine gven duymayndanm nsan sevgisinin uzanabildii yere kadar sever|OTHER
|user gkyzc be bulutakam garipligi baka nemiz kald ki u yalan dnyada oktay rfat|OTHER
|erkek ocuklarnn pipileri dn dernekle kesilip kz ocuklarnn regl gnleri ayp diye sakland mddete erkek ocuklar apknlk yapmas iin tevik edilip kz ocuklarinin daha 8 10 yanda kafas bile kapatld mddete bu lkede daha ok eminebulut katledilir|OTHER
|dur konusaydk iki dakika sen de biliyorsun halledebilirdik|OTHER
|kimsenin suu yokkk user keke isparta'ya gelsen|OTHER
|son pimanlk neye yarar her eyin bedeli var buraya kadaarrr selamun aleykm hayrl cumalar|OTHER
|sevgilimin doum gn iin aylar ncesinden telaa girerim sevgilim ise benim doum gnm ya unutur ya da iki kelimeyle kutlamay sonlandrr canm sevgilim|OTHER
|asker olarak gitmek istediim yerlerle sivil gitmek istediim yerler tamamen farkl )|OTHER
|birisi ben uyurken burnuma yumruk mu att ya ok acyo|OTHER
|user user user user siyasilerin gndemi seim bizim af nsan hayat sal zgrlnden nemli konu olabilir mi kendimizi anlatamyor muyuz duymak m istemiyorlar kavgadan 35 40 sene cezalar! verildi bizler yandk hayatmz snd 5 yl adil olmaz af yada dosya ba indirim adil|OTHER
|olm cok mutluyum diye tivik bulamiyom|OTHER
|sakin biriyim ama btn bunlar haketmediim aklma gelince deliriyorum|OTHER
|byk laflar ediyoruz birbirimize sonra brakp gidiyoruz ylece hibir ey sylenmemi hibir ey yaanmam gibi hi sevmemi gibi|OTHER
|user gnaydn bereketli bir hafta olmas dileiyle|OTHER
|user user user attan dme dndm tepki bile veremedim kendisi fark etmiti galiba ne olduunu|OTHER
|user nallah su gibi gitsin su gibi gelsin|OTHER
|user 357 milyon tarikatlar ve yandalardan tasarruf 49 5 milyon tl ihtiya fazlas aralardan tasarruf !! bunlardan da bahsesenize kamu bankasndan bile basklar sonucu bb olarak bor alamadn yazsanza !!|OTHER
|huzur inde yat arslan amca cesedini asfalttan kazdlar belki ama yazdklarn yaptklarn tarihten silemeyecekler rparslanakbey|OTHER
|user hades oyunda olmasa bottan srekli sper minyonlar gelse bence daha iyi olur|OTHER
|21 tane yzyl arasndan sevmenin sevilmenin kokumu absrt deerlerin zamanna denk gelmi olmak beni zyor dorusu|OTHER
|bazen iin karda sesin kmaz|OTHER
|kyk internetini zleyeceim aklma gelmezdi hadi artk abuk balayn u interneti be|OTHER
|user mutlu oldugum icin degilgcl oldugum icin glyorum carus|OTHER
|user ampiyonluu vermezdi basaksehirin banda olsa 3 defa kafay oynayp ampiyonluu vermezdi iste o yzden term|OTHER
|user sahiden favorin kim diye kimler soruyor buna onu bulup sevmek lazm|OTHER
|emeklilikteyaataklanlar demek vergisini primlerini demi her zorlua gs germi belki de ocukluunu bile yaayamad bir umudu vard onuda aldnz ama pes etmek yok user user user user user user user user|OTHER
|asosyal deilim tavana ve halya bakmak insanlara bakmaktan ekici geliyor|OTHER
|affedilen vazgeilendir o affedildi nk ondan vazgeildi|OTHER
|bi c tesi akam ilk tweetimi atmakla ne kadar evcimen bi adam olduumu ispatladm fyi bu ilk tweet|OTHER
|user ne kadar ho paylamlar emeinize salk|OTHER
|"akp hala anca samimiyetsiz ""kanka"" kampanyas yrtsn kendi genlerini tanmyorlar sorunlarn bilmiyorlar bile sizden kimse ""kankalk"" beklemiyor da istemiyor da sizden beklenen eyler zm hibir gencin binali yldrm kankam olsa keke diye bir beklentisi yok"|OTHER
|user yarm saat bile kaybetmeyin derim bir havale 5 sn de girer hayatnz riske atmayn gerekten tehlikeli bir derece eer yanl deilse umarm yanltr|OTHER
|bu montaj leriyle uraan kimlerse yusuf 'u niyeyse son gnler arkadalariyla konuurken deil de ounlukla konuurken gsterip duruyorlar survivor2019|OTHER
|user o kk kz dimi alkah affetsin hi sevmem o kz|OTHER
|user user user sayn vekilim aylardr size ulamak istiyorum birtrl olmuyor sizinle konumak istiyorum yardmc olursanz sevinirim user|OTHER
|ar net bir insanm ama yine de bazlarna bilale anlatr gibi anlatmak zorunda kalyorum kendimi fazlasyla yorucu|OTHER
|user user sen biliyorsan sen payla bizde bilelim|OTHER
|user ne bekliyorduk acaba rusya adm adm esed le masaya gtryor bizim dileri aresiz (|OTHER
|tatl krizlerine girmesem hayatm daha kolay olabilirdi |OTHER
|user moonbyulcuyum ama bu fotorafta hwasa ve wheein ate ediyorlar direkt dikkat ekiyorlar|OTHER
|benim sanrm bazen hi kimsem yok|OTHER
|son 2 twitime rt atana rt atyorum seri olun d|OTHER
|user akraba kt sorun yok gz bir yerden srms|OTHER
|user 2 bununla beraber yayalarn yanl bilinlendirilmesi sonucunda bu durumlar ortaya ikmaktadr liselerde de trafik dersleri devam etmelidir ayrca yaya ne saa nede sola bakmaktadr|OTHER
|"user atamasras tarmormanda ""tarladan sofraya"" zincirinin en nemli halkalarndan biri gda mhendisleridir ne kadar nemli bir meslek grubu olduumuzun bilincine artk varlmaldr 5bingidamuhendisi 2"|OTHER
|user user usmann kendi sikletinde daha dvecegi ok rakip car o kemeri korumas ve kendini kantlamas lazm khabinde ayn ekil hala kendini kantlamas gerekiyor gsp kahbibin final ma olur cnki gsp ok ynl dv hem ayakta hem yerde ok iyi|OTHER
|user pelikan ve perinek hepinizi maymuna evirdiler gcnz ancak gariban khk'llara yetiyor|OTHER
|kupac rek dzlk dklrken i kulvardan girerken oymapnar tarafndan kapatlp jokeyi atn tutmak zorunda kalsa da tekrar ald ivme ile kazand|OTHER
|ates gibi yanarken buz gibi durmak nedir onu ben iyi bilirim|OTHER
|senden sonra karma kan herkese yazk oldu|OTHER
|user skz'in herkes stnde buna benzer etkileri var ya armyo artk|OTHER
|okulun ilk gunu diye izin alip cocugu okula goturcektim bilin bakalim neyim yok|OTHER
|user beenmeyen neden beenmediini yazsa neden 2 somut bireyler koysalar ortaya kafa hakimiyeti zayf gibi mesela|OTHER
|user user sayn veyis ates bey cumhurbakanmiza retmen adaylar sizden mjdeli haber bekliyor 2017 kpss si ile 25 40 bin ilave atama bekliyor talebimizi iletir misiniz|OTHER
|bu gn o kadar gzel uyandm ki tam uyanmadan nce btsi ryamda grdm konserdeydim onlarla birlikte zplayp ark sylyordum taehyungun elini tutmutum ve hoseokun yanaklarn skyordum o kadar gerekiydiki keke uyanmasaydm|OTHER
|bugn ne yapalm dediinde rak demeli|OTHER
|sandklar brakmayn arkadalar daha izmir aklanmad|OTHER
|user ok teekkr ederim abi saolsn inaallah|OTHER
|user yanl yazlm bu de ayr yazlmaal|OTHER
|gerek bir hayat hikayesi olmas ve kendimden bir eyler grmemden dolay dizi ilgimi ekti salnzn kymetini bilin kredin! birlitregzya|OTHER
|mara dondurmaclar kahramanmarata gayet normal insan gibi dondurmay verir biz marallar da tek hamlede alr gideriz baka ehirlerde noluyor bu adamlara ben de anlamyorum|OTHER
|hracat azck kur artt m rekabet edebileceim diye seviniyorken bu zamlarla ihracatnn macaristan polonya in ile rekabet ansn elinden alm oluyorsunuz bu byyememe hali her gn nfusunuz artarken isizliinin artmasna sebep oluyor aykut erdodu|OTHER
|her eyi unutmak istiyorum o gnden sonrasn tamamen unutmak istiyorum|OTHER
|mart asla bitmiyorsun ama ya|OTHER
|bilinaltm okulun ilk gn okula pijamayla gtrd beni|OTHER
|user user user user user deil demiyorum hilmi kadar hzl deil diyorum hzl olmasa iyi oynamasa nasl ampiyon olurdu ki zaten|OTHER
|neleri kaybettik hayatmz da inan senin lafn bile olmaz|OTHER
|allahm bir sonraki bayramda onlar sormadan ben atandm demeyi nasip et amin |OTHER
|user bu anket irketi gvenilir deil byle bir rakam imkansz ya da insanlar korkudan asl tercihlerini syleyememi sonuta yz yze|OTHER
|user user user 2 milyon euro ok fazla bir rakam m|OTHER
|biraz yrrsem geer dediim o his beni alatt|OTHER
|user diyorsunuz da adamlar kalan srede ne yapp ne edip 1 2 forvet alacaklardr yle mi yleyse transfer de yok brakyoruz deseler ne olacak ampiyonluk gidecek 31 ocaa kadar sabredin|OTHER
|user user user tebrikler bakanm ok iyisiniz allah gcnz artrsn|OTHER
|user memleket i gnl i diyorsunuz sayn bakanm biz de arkanzdayz bu konuda memleketimiz iin akla almay iple ekiyoruz gda mhendisleri adaletli atama bekliyor 5bingidamuhendisi tarmbakanl10binatama maliyeatama srastarmda 5|OTHER
|sevmediim eyler hep bama gelir|OTHER
|salarmza beyaz dmemiken farkl hayatlar sememiken|OTHER
|yeni telefon alp eski telefonumu daa taa bayra attm gn iple ekiyorum|OTHER
|hatta bir kere abim alm darya km telefonu sonra telefon alm ekranda rasim'im yazyor eve gelmi diyor ki kim bu rasim abi olay bildiin gibi deil batan sona anlattm sonra diyor ki ben sana klf alaym en iyisi|OTHER
|bu zamanda ehl i slmn en mhim tehlikesi fen ve felsefeden gelen bir dalletle kalblerin bozulmas ve mnn zedelenmesidir bunun re i yegnesi nurdur nur gstermektir ki kalbler slah olsun mnlar kurtulsun|OTHER
|viyanada renciyken ev bulamam resmen sokakta kalmtk sonra bir trk kz bizi evine ald kardei gibi davrand ok yardm etti o arap ierken biz elma suyu itik ama birdik sonra bir zntden dolay o kz kanser oldu 6 yl nce ld|OTHER
|user user ahh ne demek sana bedavadkskldskks|OTHER
|haydaa sen de mi benim iin yaratlmadn|OTHER
|yi geceler mi gnaydn m|OTHER
|gzyalarm gibiydi sana olan zlemim koca adam oldum ama hl akar gzlerim|OTHER
|user abi hektaa bakacaktn zamann oldu mu acaba|OTHER
|falcao felan hikaye hic beklenmedim birisi gelcek|OTHER
|user bu blmle ilgili sylediklerim spoiler deil pek robbu bilmiyorsan da bu zamana kadar iyi gelmisin zaten xd|OTHER
|user uzun lafn ksas olmaz sana syleyecek cok eyim var|OTHER
|"user baudelaire'e karde olan bir dize de turgut uyar'dan ""yok sayyorum varlar """|OTHER
|user user geliyom yoldaym siz oturun (45 dakika sonra gelir)|OTHER
|"user user ozur diledigini sozcu yayinladi demissiniz link ya da gazetenin fotografini iletir misiniz aradim ozure dair bir haber bulamadim ben birinin ""yalanci"" oldugunu soylemek icin gerceklere dayanmak lazim"|OTHER
|ime bir ey oturuyor uyuyamyorum|OTHER
|aslnda zk havalandrlmak kuralc kirlihanm peyniri szsz kykborlarnadzenlemegelsin|OTHER
|yenilgi ve yanlglar beni bi saln|OTHER
|user user biz de bozmadk abi sadece yazdm cmlenin neresi yanl bir tek kendileri mi dava iin yazyor yok mu baka bu dava iin gece gndz burada mesai harcayan emek veren aman bir kiiyi daha kazanrmyz diye mcadele eden kk takipili hesaplar etkileim bu kadar zor mu|OTHER
|benim iin tek mesele oydu sanrm artk bir mesele kalmad ben hibir zaman arkam dnp gidemedim sadece bekledim ama artk oraya da gelemeyeceim|OTHER
|bir kaza geirip tm gemiimi unutmak istiyordum tanr beni duymu olmal ki o an seninle arptm a lot like love|OTHER
|ne olacaz lan biz  dedim siroz dedi ok net im acd lan!|OTHER
|yalnz uyudum en kalabalk ryalarda|OTHER
|user yolu k olsun zgnm sorumlu olanlar asla kendilerini sorumlu grmyor|OTHER
|user devlet el koyup kayyum atanmadan devret|OTHER
|"ama russel bakanmn dedii gibi ""hi kimseden yaamn bakas uruna temelden deitirmesini beklememeliyiz "" anton da sibirya'dan bambaka bir adam olarak gelecek bekliyoruz"|OTHER
|seni istiyorum yanmda her gn|OTHER
|user user bunun gibi atatrkler yznden ortalk karyor|OTHER
|seni seviyorum adam dicem adam fazla kacak|OTHER
|bu sahte hesaplarda anlayamyorum zaten zgven eksikliide deil bence bu samalk|OTHER
|user bu yl koreceye balyorum ben de bakarsn alarm kapn|OTHER
|user user halefiyiz desek daha doru olur|OTHER
|instada ar zengin biriyle takipleiyoruz seyma subasi gibi mikonostan 288 story atm ocuk sinirimden yastk kemiriyorum|OTHER
|sorun hep yalnz kalmay istemek yada srekli sosyallemeye abalamaktr bunun dengesini kuramyor gen neslimiz zm belirli vakitler yalnz kalmay baarmak bazen de sosyalleerek hayata daha da balanmak nsanlk deimez ve her insan farkldr bunu da anlamak gerek|OTHER
|kadnlar toplumun hayatmzn en gzel varlklar ama artk onlar kedileri iekleri seviyor kpekler ile geziyor kediler ile sohbet ediyor kitaplar ile hayal kuruyor kadn ilgi ister sevgi ister mutlu olur anne olur o mutluluk duygusunu ocuuna hissettirir|OTHER
|allahm ben ne gzel hesabm keke kendimi takip edebilsem|OTHER
|bir kadn tarafndan takip ediliyor olabilirim ne zaman arkama doru baksam durup evreyi izlercesine bir tavr taknyor imdi de kayboldu|OTHER
|bilene selam olsun nabaym bilmeyeni|OTHER
|zmir de taklmak isteyen gzel ayakl bir bayan(kadn) var m kle arayan yam 25 aracm var izmir konak kucukpark alsancak bornova karyaka yol foa eme seferisar izmirkle izmirsahibe ayakfeti fetiist finansalkle (resim isteyen dm den atarm)|OTHER
|kalbine twit attm dikkat et acmasn|OTHER
|user zldn m len baakehirin ampiyon olamad diye|OTHER
|user zlyor ite insan bir zamanlar her eyi oldugu adam zlyor|OTHER
|user binlerce gen ziraat mhendisi bakanlktan gelecek tek bir haberi bekliyor atama says ve tarihi bize frsat verin bizler de trkiye'nin umudu olalm mayista 10bn atama yapilsin gthb5bn ziraatmh5000 user|OTHER
|user user bro gel birlikte konuk olak sen seversin byle ortamlar jdjsjajak|OTHER
|user derin dondurucuda olacak iki tane bende yapcam uzaktr oralar gelemem|OTHER
|2019danbeklentim halkn halkn ikayet edip hedef gsteren tremiler beleiler bunlar ift diki yapacaklar diyen ama bizi dinleme zahmetinde bulunmayan umursamayan siyaset anlay 2018 de kalsn biz 2019 da emekli olup mutlu olmak istiyoruz emeklilikteyaataklanlar|OTHER
|user onlar hala bu genci suluyor user eet kanal krptysa sana hakszlk yaptysa mahkemeye ver tek tek video izlettirmekle olmaz o ukalaekrem|OTHER
|user abi amerikan mutfakta ki cevab acayip salam trolledim ya ilk yoruma ben barkley yaznca nerdeyse herkes kopyalayp barkley yazd sonra tom chambers olarak dzelttim|OTHER
|bu hafta malar izlemenize gerek yok fenerbahe 2 2 galatasaray baakehir 1 2 beikta|OTHER
|hayatm zaten dengesiz dengesiz insanlar hayatma alarak kendimi hi yoramam|OTHER
|karlkl mide gurultularmz zlemiim jejejdjsjs|OTHER
|user bro derneklere aktarlanlar ezmezmiyiz bign beraber diimizle trnamzla|OTHER
|metinyksel ehit olduunu burdan rendim belki daha nice isimlerini bilmediim ehit ismi var hepsine allah rahmet eylesin|OTHER
|ben bugn misafirim gelecek diye tm camlar sildim teras ykadm mikail reisin yaptna bak ( hem de gk grlts ve imek eliinde uan alamamak iin zor tutuyorum kendimi ((( gnaydn|OTHER
|user ayaklarn ok sexi ka no|OTHER
|user yok ya kovulmam benceyoksa ben yle uzanamam onlarla tartrm|OTHER
|user user sal bence ya ilk  ay gzel sonra skar adam|OTHER
|user bizdende sizlere selam olsun gzel insanlar|OTHER
|u esere kap girii eklenmesiyle sa'nn ayaklarnn hie gitmesi sinirimi bozuyor mirenim tutuyor|OTHER
|user user ibb nin btesinden tarikat ve cemaatlere sahip dernek ve vakflara katrilyonlarca para verilmi yllarca diyanette bu vakf ve derneklere devletin btesinden devasa miktarlada para aktaryor o yzden oalyor diyanet ve tarikatlar iie sefa sryor bizim paralarla|OTHER
|user hell karde allah yardmcn olsun kimseye minnet etme|OTHER
|benim adm okuyanlar eksiin ne olduuna hakim zaten|OTHER
|bu tweeti hesab snrlandrld iin sevin tweeti atamayan lospatikos renktam iin atyorum 3 puan hayrl olsun dd user|OTHER
|user ok irinim nk bilirim hahahaha )|OTHER
|user abi  be bir ey veririm siz sevgili alt dnemlerime dersen her trl kitaba talibim )|OTHER
|user hediyesiz kuru kuru tebrik kabul etmiyorum|OTHER
|kadnlaretkileyenszler szden deil deer vermekten holanr kadn bence|OTHER
|user kim olduu kt mi ortaya tatlm|OTHER
|krc davranlarnza bahane aramanzdan ok skldm bir tek siz zldnz deil mi bir tek sizin tahammlnz kalmad nk bu hayatta bir tek siz gvenemiyorsunuz bi sizin yaranz var bir tek sizin derdiniz banzdan akn btn bahaneler sizin olsun|OTHER
|user user dier takmlar emek hrszl falan m yapyo orasn tam anlamadm|OTHER
|user user user user user doru sylyorsun ok tedirginim o kediciklere ne oldu mesela tek balarna ne yapyor o kedicikler diye allah seni inandrsn her gece dnyorum|OTHER
|user user user barcelona icin mata baloteli ribery nasl olur|OTHER
|user senim dncen sayg duyarm hocann eksikleri var myd vard ama replikleri insanlara iledi ve dediin gibi brahim birce uyumu bir ok kez srdrmtr ben memnundum blmlerden ama herkes benimle ayn fikirde olmak zorunda deil|OTHER
|kandil kandil kim seko nun di macununu aldysa getirsin|OTHER
|arka bahede geceleri srekli kavga eden kediler hari herkese iyi geceler|OTHER
|user maallah rabbim hayrl bir mr nasip etsin |OTHER
|user evet aylar hazr afiyet olsun |OTHER
|user valla ya bide zorluyolar alamak iin|OTHER
|noldu senaristler format deitirdiniz final oluyor valla bravo birlitregzya|OTHER
|user n libero kanat teknik direktr bakan herkes gol atyor|OTHER
|marka degerinden bozdurup odeselermis keske|OTHER
|"kafamn iinde akrabalarn ""eee seni ne zaman evlendiriyoruz "" espirisi yanklanyor"|OTHER
|user vallahi hayatmdaki tek dogru seni bir temmuz aynda tanmak oldu aamm gerisi hep hata|OTHER
|user hahahah gzel bir kz grnce dayanamyoruz hepsine sevgimi gsteriyorum|OTHER
|user zaman her eyin ilacysafazlas intihara girmez mi|OTHER
|ani sese korktuumu bildiinden can sklnca hyt diye odama dalan bir patronum var|OTHER
|user user user user ajajajaja lan eski nick yle diye kald ateistim ben ama deistler sadece ilaha inanr dinlere inanmaz ne orucu ne ibadeti|OTHER
|user bizde iimiz olsun istiyoruz mevcut 100de 3 kota yetmiyor 100 d 5 e karn 10000 kadro verin yaadmz maduriyete artk bison verin zehrazmrtsengellileribekletme|OTHER
|dnya 5 harf iinde saylamayacak kadar dert var|OTHER
|doum gnn kutlu olsun mrmn yars ocuklarmn annesi herkesin yeni yl mutlu umutlu olsun|OTHER
|en ok eyi susarken anlatrsn|OTHER
|ok da ey yapmammak lazm hayat bazen imdi dans zumba|OTHER
|bu aralar her i mi ters gider arkada kafay yicem az kald|OTHER
|user user yreim ar yaral derinden yanmaz artk istesem de yeniden ok yaralar sard kalbim ama bu yara kapanr m bilemem|OTHER
|user user hshsjnsndndnd hala glyom yaa rengim sen ok yaa sorma delirdik resmen bi iki transfer aklasaydlar bari yaa|OTHER
|kendime gelemiyorum yle yorgun yle krgnm ki beni sadece sen sevindirirsin user yap u ii gldr yzmz|OTHER
|t army varya seni yerim ham yaparm kafan srrm premiosmtvmiaw mtvbrkpopbts user|OTHER
|"neyse bunlar evleniyor ocuklar oluyor isim ne peki hadi bi tahmin ""can"" mert frat bu yzyl seni sevme ihtimalim yok tatlm"|OTHER
|arkadalar bu star wars ar skc 3 ten sonra iyi oluyor deyin bari|OTHER
|adidastan alm olduum 185 tela olan antrenman ortumu annem atm bulunmakta rahmetli iin el fatihaaaa|OTHER
|user user hiii bouna urama enercimi aldm bi kere|OTHER
|nienin buhranlar bende reenkarne olmu belli|OTHER
|user umarm yledir eref meselesinde avukat rol pek bi yakmt|OTHER
|adam sandmz aylarca bekledik seim sandn 1 gn beklemek bize koymaz|OTHER
|eri gel biraz bekle ttn sarcam )|OTHER
|user ben diyorumki ceza verdiinizimi zannediyorsunuz seceresine bakn adamn user de kendine yakan yapar|OTHER
|ehrin merkezindeki atatrk havaliman millet bahesi olacak vakittrkiyevakti|OTHER
|user user ser xweh  biratiy  harbe gelek gelek xwe e  teqez mirov digr yazar savata kardeiyle hayatta kalmak iin savam ama ktlk olduu iin yemek bulunca o yiyormu kizkardesi de lm tamamen vicdan azabndan tr bu hikayeyi kaleme alm filmin sonunda da neyse izle|OTHER
|bakanim sn user inanin sabr kalmad salklarkstrdnz|OTHER
|user ben parampara oluyorsam o nasl kaybediyor|OTHER
|user o zaman kesin dinle dediin arklarn alabilir miyim ))|OTHER
|leride kendi evim olursa bir odasn bombo brakp oray dans odas yapacam u an eve samyorum srekli bir yerlere arpyorum|OTHER
|sr ip gibidir bir ucunu bakasna verirsen bakalarnn srtnda kazak olarak grrsn yazmaysevmiyorum trkhrriyetsizolmaz|OTHER
|user bende bunu ibret i alem iin paylatm ozaman kimse chp li olmasn diye kapi|OTHER
|beni alsalar niteliksiz yapsalar mutlu olamam yine okulu salsalar nitelik ariyor titriyorum bak nitelik gelmeden gidemem ki ben tutmaz ellerim nitelik grmeden zaman geiyor bekliyorum baak niteliklimaltepeal|OTHER
|bugn de bitmez artk (21 aralk en uzun gn ya espri yaptm ulan bir eyi de ben demeden anlayn be valla alp bam gideceim)|OTHER
|bu uber ka megabit internet veriyo uberkonusundafikrim|OTHER
|yine kafada genel mevzularn kurgusunu yapmaktan uyuyamadm|OTHER
|user demiyor biz kendi insanmza sahip kamyoruzda sanki lgbt bir terr eysiymi gibi konuuyor|OTHER
|user hahhahahaha onlarn tarihi mi gemi|OTHER
|bir insann kalbi ne kadar temizse o kadar kazk yer|OTHER
|jungkook nereye gidersen git elinde o kamera var umarm bi film ekiyorsundur|OTHER
|user user abi alper iin kampanya balatalm gnderelim|OTHER
|user user user kusura bakmayn da bu lkede aferinden daha zararl bir szck yok buraya kadar getirdiin macta 4te 0 atamazsn bu seviyelerdeyi gectim amatr macta bile yapamazsin|OTHER
|user bence gayet normal mevlt okunuyor diye illaki kapanmak gerekmiyor|OTHER
|user of benim yle bir seeneim de yok anam zorla yolluyor okulu ekecek bir sebep olsayd bari fsdsid|OTHER
|efekte dedim h yanl anlalmasn|OTHER
|user genelde byle durumlarda edebi cevaplar veririm ama bunlar bylesinden anlamaz bebeim bazlar konumak iin konuur ve laflar da kendileri gibi botur bana sama sapan neler diyorlar bir bilsen onlar kirli gzleriyle senin glnn gzelliini gremezler inadna glmse|OTHER
|user ok mu mutsuzsun yalnz msn hayatna renk katp yeni heyecanlar yaamak istemez misin hadi durma o zaman ben burdaym bekliyorum seni|OTHER
|user abi ok sama bi adamsn ama gzel adamsn vesselamm|OTHER
|gnmzde ezber kuvvetli olanlar hoca oluyor kalbi kuvvetli olan allah ak ile yananlar hoca olmuyor ezberi kuvvetli olan hoca bu kadar olur baka sze gerek yok|OTHER
|geri jensen ackles sayesinde artk sarnlar da seviyorum ya yaasn dean winchester  acaba spn yeni blmlerde neler oldu ah u tatil bi gelse 3 karde bir bulusak sonrasnda party hard|OTHER
|ne konuursan konu kardakinin seni anlayabildii kadarsn|OTHER
|user yengen evde olsa tamam da evde deil uzun zamandr o olsayd bitmezdi eker )|OTHER
|fenerbaheye 6 numara tranferi gelecek mi user adm hmeyra ylmaz sporajans|OTHER
|"hazine ve maliye bakan berat albayrak haziran aynda imalat ve ihracat sektrn destekleyecek yeni bir paket aklanacan syledi albayrak ""zellikle 3 kamu bankamz bata olmak zere ok gzel bir paket aklayacaz thalat drrken ihracat ykselteceiz ""dedi"|OTHER
|bir dnya gzmde her kta yzn|OTHER
|yapamam sensizzzz gittiinde ok harmanm ok yorgunummm|OTHER
|user muhtemelen dn onu kaleye almayanlar o da bugn kale almam misilleme|OTHER
|twitter'daki kzlar hep ok gzel ltfen hepimizin fake olduunu syleyin banaaaaa|OTHER
|user user baz kadnlar toplum basks yznden  iyi kt birini buldum diyerek evleniyor iyiki severek evlenmiim|OTHER
|user bi sey dicem neydi ki nedenijdfposjdfpsofdj|OTHER
|gaipten astm atakl hasta nefes al verii duyup uyanyorum venimle kim dalga geiyo olum|OTHER
|bu aralar midye hastas oldum yine allahm sen kurtar|OTHER
